kalgaisligau	kal·gai·sli·gau	kanla gacri slilu gasnu	eye + cover + oscillate + bring about	blinks	$x1=k2=g1$ winks/blinks
mipypu'i	mipy·pu'i	mipri punji	secret + place	conceal	$x_1=p_1=m_1$ hides/conceals $x_2=p_2$ from $x_4=m_3$ on/at surface/locus $x_3=p_3=m_1$, the location being kept secret by method $x_5=m_4$.
surgau	sur·gau	surla gasnu	relax + bring about	relax	$x_1=g_1$ relaxes $x_2=s_1$ by doing $x_3=g_2=s_2$
cpitepygau	cpi·tepy·gau	cipni terpa gasnu	bird + fear + bring about	scarecrow	$x_1$ is a scarecrow for scaring off birds $x_2$
remsmimi'i	rem·smi·mi'i	remna simsa minji	human + similar + machine	android	$m_1=r_1=s_1$ is an automaton [mostly unintelligent android/humanoid machine] for purpose $m_2$.
claco'u	cla·co'u	clani co'u	long + cessative	anterior end	$co_1$ is a/the anterior (zootomy)/cranial/cephalic end (anatomy)/superior end (human anatomy)/fore/bow (nautical)/nose (skateboard etc), of body/object $cl_1$; $co_1$ (subevent) is at the ending point of long event/time-intervall $cl_1$.
batmai	bat·mai	batci marji	bite + material	chewing gum	$m_1=b_1$ is chewing gum of type/composition $m_2$ in shape/form $m_3$.
jimsko	jim·sko	jinme skori	metal + cord	cable	$j_1=s_1$ is a wire/cable of metal $j_2=s_2$
solnuncanci	sol·nun·canci	solri nu canci	solar + event abstract + vanish	sunset	$x_1$ is a sunset at location $x_2$ as observed by $x_3$
tcecrogau	tce·cro·gau	mutce cortu gasnu	extreme + pain + bring about	torture	$g_1$ (person/agent) tortures/inflicts severe pain on $x_2=c_1$ at locus $x_3=c_2$.
cmacma	cma·cma	cmalu cmalu	small + small	diminutive	$c_1$ is tiny/miniature/diminutive/very small in property $c_2$ with criterion $c_3$.
dalremnei	dal·rem·nei	danlu remna nelci	animal + human + fond	Furry	$x_1=n_1=r_1$ is a furry/kemono/anthro fan of species/fursona $x_2=d_2$
lampagre	lam·pagre	lamji pagre	adjacent + pass through	go by	$p_1=l_1$ passes by $p_2$ to $p_3$ from $p_4$ by $l_2$.
memlai	mem·lai	mei klani	cardinal selbri + amount	number	$x_1$ numbers/adds up to/consists of $x_2$ (number) counting by units $x_3$; $x_1$ are $x_2$ in number.
nacmeimei	nac·mei·mei	namcu mei mei	number + cardinal selbri + cardinal selbri	array	$x_1$ is an $x_2$ by $x_3$ vector array/matrix of vectors $x_4$, $x_5$, $x_6$...
sutli'u	sut·li'u	sutra litru	fast + travel	dash	$l_1=s_1$ dashes/speeds/swiftly travels via route $l_2$ using means/vehicle $l_3$.
nalra'u	nal·ra'u	na'e raktu	scalar contrary + trouble	leave alone	$r_1$ leaves $r_2$ alone/in peace.
mudydei	mudy·dei	mudri djedi	wood + full day	Thursday	$x_1$ is Thursday of week $x_2$ on calendar $x_3$.
ticta'u	tic·ta'u	tcica taxfu	deceive + garment	camouflage	$ta_1$ is a disguise/camouflage worn by $ta_2$ to deceive $tc_2$ into $tc_3$.
livgau	liv·gau	cliva gasnu	leave + bring about	cause to leave	$g_1$ causes $c_1$ to leave $c_2$ via route $c_3$.
gimpro	gim·pro	gismu fapro	root word + oppose	conflict	$x_1$  (word/quote; probably gismu) conflicts with $x_2$ (word/text; probably gismu) according to rules $x_3$
larfi'i	lar·fi'i	larcu finti	art + compose	artist	$f_1$ is an artist creating work of art $f_2=l_1$ in medium $l_2$ for purpose $f_3$ from elements/ideas $f_4$ .
zvabi'i	zva·bi'i	zvati jbini	at + between	between	$x_1$ is located between/among/within $x_2$ (plural)
zifcru	zif·cru	zifre curmi	free + let	release	$x_1$ releases $x_2$ to do/be $x_3$ under conditions $x_4$.
bramlatu	bra·mlatu	barda mlatu	big + cat		$x_1$ is a big cat of Family Felidae of species $x_2$
sarvanju	sar·vanju	slari vanju	sour + wine	vinegar	$v_1=s_1$ is vinegar made from $v_2$.
seljinvi	sel·jinvi	se jinvi	2⇄1 + opine	opinion	$j_2$ (du'u) is the opinion of $j_1$ that is true about subject/issue $j_3$ on grounds $j_4$.
sudgau	sud·gau	sudga gasnu	dry + bring about	dehydrate	$g_1$ dries/dehydrates $s_1$,  removing liquid  $s_2$
tcikygau	tciky·gau	tcikoni gasnu	 + bring about	book	$g_1$ schedules time $t_1$ [hours, {minutes}, {seconds}] for state/event $t_2$ on day $t_3$ at location $t_4$.
lidvilti'a	lid·vil·ti'a	lindi vlile tcima	lightning + violent + weather	storm	$t_1=v_1$ is a thunderstorm at place/region $t_2$
terlisri	ter·lisri	te lisri	3⇄1 + story	narrate	$l_3$ tells/narrates about subject $l_2$ with narration $l_1$ to audience $l_4$.
mrodri	mro·dri	morsi badri	dead + dejected	grieve	$b_1$ mourns/grieves over the death of $m_1$
terbrimoi	ter·bri·moi	te bridi moi	3⇄1 + predicate + ordinal selbri		$x_1$=$m_1$ is the $x_2$=$m_0$-th of terbri in bridi $x_3$=$b_1$
binryve'u	binry·ve'u	binrydi'a vecnu	insurance premium + sell	insurance agent	$v_1$ sells insurance $v_2=b_1$ to client $v_3=b_2$ for cost $v_4$, insurance against peril $b_3$ (event) providing benefit(s) $b_4$ (event).
tairjirnycukykruca	tair·jirny·cuky·kruca	tarmi jirnytabra cukla kruca	shape + horn + round + cross	crescent	$x1$ is the conceptualized/ideal/abstract shape of a crescent/concave 'horned' (then convex rounded) form/geometric partially-concave lune formed by/manifested from the intersection $x2$ (parameters) of two-dimensional circular disks immersed (embedded) in geometry/defined by metric $x3$
xratai	xra·tai	pixra tarmi	picture + shape	image	$t_1=p_1$ is an image of $t_2=p_2$ created by agent $p_3$ on medium $p_4$.
jvage'a	jva·ge'a	javni gerna	rule + grammar	regular grammar	$x1=g_2$ (language) has regular grammar
depsna	dep·sna	denpa sance	wait + sound		$s_1$ is a hesitation sound produced by $s_2=d_1$ while for/until $d_2$ at state $d_3$ before starting/continuing $d_4$ (activity/process).
tolylau	toly·lau	to'e cladu	polar opposite + loud	quiet	$x_1$ is soft/quiet/making only a bit of noise, at observation point $x_2$ by standard $x_3$.
sezyze'a	sezy·ze'a	sevzi zenba	self + increase	self-improving	$s_1=z_1$ improves itself/is self-improving/augmenting/increasing in property/quantity $z_2$ by amount $z_3$.
jgicro	jgi·cro	jgira cortu	pride + pain	affronted	$c_1=j_1$ is offended/[feels hurt pride] about $j_2$ (abstraction).
dibmle	dib·mle	dirba melbi	dear + beautiful	cute	$x_1$ is cute to $x_2$ in aspect $x_3$
gligugde	gli·gugde	glico gugde	English + country		$x_1$ is an England of peoples $x_2$ with territory $x_3$, being English in aspect $x_4$.
jdikyplini	jdiky·plini	jdikygau plini	reduce + planet	dwarf planet	$j_1$ is a dwarf planet revolving around $j_2$ with characteristics $j_3$, orbital parameters $j_4$.
cmanajnimre	cma·naj·nimre	cmalu narju nimre	small + orange + citrus	Mandarin orange	$x_1$ is a Mandarin orange/tangerine/Citrus reticulata of species/variety/cultivar $x_2$
vokygenske	voky·gen·ske	voksa gerna saske	voice + grammar + lore	phonology	$s_1$ is phonology based on methodology $s_3$.
mitfa'i	mit·fa'i	mintu facki	same + discover	identify	$x_1$ discovers that $x_2$ is identical to $x_3$ by standard $x_4$; x1 discovers $x_2$'s identity
kindi'u	kin·di'u	skina dinju	cinema + building	cinema	$d_1$ is a movie theater / cinema (building) showing movies/films $s_1$.
du'edji	du'e·dji	dukse djica	excess + desire	greedy	$x_1=du_1=dj_1$ is greedy for/wants too much of $x_2=dj_2$ (event/state) for purpose $x_3=dj_3$, excessively greedy by standard $x_4=du_3$.
re'ucti	re'u·cti	rectu citka	meat + eat	carnivore	$c_1$ is a carnivore that eats the meat/flesh of animal $r_2$.
pacyzu'e	pacy·zu'e	palci zukte	evil + act		$z_1$ sins by doing $z_2=p_1$ by standard $p_2$.
satyjisra	saty·jisra	sakta jisra	sugar + juice	molasses	$x_1$ is molasses from source $x_2$ of composition $x_3$.
mivyske	mivy·ske	jmive saske	live + lore	biology	$s_1$ is biology/Life Science based on methodology $s_2$.
selpinxe	sel·pinxe	se pinxe	2⇄1 + drink		$x_1$ is a beverage, drink liquid refreshment drunk by $x_2$ from container, source $x_3$; $x_1$ is what $x_2$ drinks, imbibes from $x_3$
tolsi'a	tol·si'a	to'e sinma	polar opposite + esteem	disrespect	$x_1$ disrespects/disregards/snubs/derides $x_2$.
rirmamta	rir·mamta	rirni mamta	parent + mother	grandmother	$x_1$ is a grandmother of  $x_2$.
mrajymledi	mrajy·mledi	mrajymledi mledi	ergot + mold	ergot	$ml_1$ is ergot of species $ml_2$.
toltelgau	tol·tel·gau	to'e stela gasnu	polar opposite + lock + bring about	open	$g_1$ unlocks lock $s_1$ on $s_2$ by mechanism $s_3$.
bislunsa	bis·lunsa	bisli lunsa	ice + condense	frost	$x_1$ is frost condensed on $x_2$ at temperature $x_3$, pressure $x_4$.
skaxruki	ska·xruki	skari xruki	color + turkey	peacock	$x_1$ is a peacock/peahen of species $x_2$.
detke'u	det·ke'u	detri krefu	date + recur	anniversary	The date [day,week,month,year] $x_1=d_1=k_1$ is recurrence/repetition of the date [day,week,month,year] of the first event $x_2=d_2$, for the $x_3=k_3$'rd time, in system $x_3$.
cmizu'e	cmi·zu'e	cmima zukte	belong to + act	participate	$z_1=c_1$ participates in employing means/taking action $z_2$ for purpose/goal $z_3$.
rebdesygau	reb·desy·gau	rebla desku gasnu	tail + shake + bring about	wag	$x_1$ wags their tail.
blutu'u	blu·tu'u	ciblu tubnu	blood + tube	blood vessel	$t_1$ is a vessel with blood/vital fluid $c_1$ of organism $c_2$.
pavmeidza	pav·mei·dza	pa mei da	1 + cardinal selbri + something 1	individual counting quantification	$x_1$ (number) is the quantity of individual specimens in the domain of discourse that satisfy the property $x_2$
virparji	vir·parji	vidru parji	virus + parasite	infect	$p_1=v_1$(virus/pathogen) infects $p_2=v_2$
snazga	sna·zga	sance zgana	sound + observe	listen	$x_1$ listens to $x_2$
tolbanzu	tol·banzu	to'e banzu	polar opposite + enough	insufficient	$x_1$ (object) is utterly insufficient for purpose $x_2$ under conditions $x_3$.
kanjunla	kan·junla	kansa junla	with + clock	watch	$j_1=k_1$ is a watch (portable timepiece) measuring time units $j_2$ to precision $j_3$ with timing mechanism $j_4$.
selfi'a	sel·fi'a	se cfika	2⇄1 + fiction	plot	$x_{1}$ is a plot / theme / subject of fiction $x_{2}$ by author $x_{3}$
cmazengau	cma·zen·gau	cmalu zenba gasnu	small + increase + bring about	decrease	$g_1$ causes $z_1=c_1$ to decrease in property/dimension $b_2$ (ka) by amount $z_3$.
djecacrytcika	dje·cacry·tcika	djedi cacryminli tcika	full day + miles per hour + time of day	hour of the day	$x_1$ (number) is the hour/hour notation of the day, of event/state $x_2$, in system $x_3$.
normro	nor·mro	no'e morsi	scalar midpoint not + dead	undead	$m_1$ is undead.
camki'a	cam·ki'a	carmi krixa	intense + cry out	howl	$k_1=c_1$ screams/howls sound $k_2$.
dapsku	dap·sku	dapma cusku	curse + express	to cuss	$c_1=d_1$ (agent) curses/damns/condemns by expressing text $c_2$ $c_3=d_2$ via expressive medium $c_4$ to fate $d_3$ (event).
klakla	kla·kla	klama klama	come + come	go and return	$x_1$ goes and returns to $x_2$ from $x_3$ via $x_4$ by using $x_5$.
jbogimkra	jbo·gim·kra	lojbo gismu krasi	Lojbanic + root word + origin	gismu etymology	$x_1$ is a source language for Lojbanic gismu $x_2$, contributing word $x_3$ (zoi) to make it, which were adapted into the Lojban alphabet as $x_4$ (lo'u or zoi), the language having weight in the algorithm $x_5$ (li)
fenjesni	fen·jesni	fenso jesni	sew + needle	needle	$x_1$ is a sewing needle (tool) of type $x_2$
fonynoi	fony·noi	fonxa notci	telephone + message	answering machine message	$n_1$ is an answering machine/voice mail message about $n_2$ from $n_3$ to $n_4$.
nalmu'o	nal·mu'o	na'e mulno	scalar contrary + complete	incomplete	$x_1$ is incomplete/unfinished in property $x_2$ by standard $x_3$ .
mansygei	mansy·gei	mansa gleki	satisfy + happy	content	$g_1=m_2$ is contently happy about/with $m_1$ with regard to $g_2=m_3$ (event/state).
desygau	desy·gau	desku gasnu	shake + bring about	shake	$g_1$ (person/agent) shakes $x_2=d_1$.
cpapro	cpa·pro	cpacu fapro	get + oppose	decline	$f_1=c_1$ refuses $f_2=c_2$ from $c_3$.
sutyta'asre	suty·ta'a·sre	sutra tavla srera	fast + talk + err		$x_1=sr_1=t_1=su_1$ makes mistake $x_2=sr_2$ under the conditions of speaking quickly to $x_3=t_2$ about subject $x_4=t_3$ in language $x_5=t_4$  by standard $x_6=sr_4$
fetpinji	fet·pinji	fetsi pinji	female + clitoris	clitoris	$p_1$ is the clitoris of $p_2$.
cnitcini	cni·tcini	cinmo tcini	emotion + condition	mood	$t_1=c_2$ is the mood experienced by $t_2=c_1$ about $c_3$.
snada'i	sna·da'i	sance darxi	sound + hit	knock	$d_1$ knocks on/hits door/object $d_2$ with instrument [or body-part] $d_3$ making sound $s_1$
satyviknu	saty·viknu	sakta viknu	sugar + viscous	syrup	$x_1$ is syrup from source $x_2$
cmuxu'i	cmu·xu'i	jicmu xukmi	basic + chemical	element	$x_1$ is an element of kind $x_2$ with purity $x_3$.
sorprekarcytcana	sor·pre·karcy·tcana	so'i prenu karcutci tcana	many + people + sandal + station	bus station	$t_1$ is a bus terminal/station/depot in transport system $t_2$ for buses for carrying $p_1=k_2$
placazgau	pla·caz·gau	platu ca'a gasnu	measure + actually is + bring about	implement	$x_1$ (agent) implements plan $x_2$ (nu/si'o)
zarcpa	zar·cpa	zanru cpacu	approve + get	accept	$z_1=c_1$ accepts $z_2=c_2$ (object/event) from source $c_3$.
bavykri	bavy·kri	balvi krici	future + believe	anticipate	$x_1$ expects/anticipates $x_2$ to happen.
menske	men·ske	menli saske	mind + lore	psychology	$s_1$ (mass of facts) is mental science/psychology about subject matter $s_2$ based on methodology $s_3$.
nikyjoijimjoibordrokemdicysro	niky·joi·jim·joi·bor·dro·kem·dicy·sro	nikle joi jinme joi bo cidro ke dikca sorcu	nickel + in a mass with + metal + in a mass with + short scope link + hydrogen + start grouping + electric + hold	nickel���metal hydride battery	$s_1$ is a nickel���metal hydride battery in containment $s_3$.
tolgeitce	tol·gei·tce	to'e gleki mutce	polar opposite + happy + extreme	dispairing	$m_1=g_1$ is miserable/in dispair about $g_2$ (event/state).
kutytu'a	kuty·tu'a	kunti tumla	empty + land	desert	$t_1=k_1$ is a desert located in/at $t_2$
terdzu	ter·dzu	te cadzu	3⇄1 + walk	walking limb	$x_3=c_1$ walks/strides/paces on surface $x_2=c_2$ using limbs $x_1=c_3$.
brukobli	bru·kobli	burcu kobli	brush + cabbage	broccoli	$x_1$ is broccoli of variety $x_2$
xadytaijutsi	xady·tai·jutsi	xadni tarmi jutsi	body + shape + species		$j_1$ is a phylum in kingdom $j_2$, domain $j_3$
boltipterjvi	bol·tip·ter·jvi	bolci tikpa te jivna	ball + kick + 3⇄1 + compete	association football game	$j_3$ is a soccer match/game with $j_1=t_1$ playing/competing against $j_2$ for prize/title $j_4$.
prityxanpre	prity·xan·pre	pritu xance prenu	right + hand + people	right-handed	$p_1$ is a right-hander.
flaselgu'e	fla·sel·gu'e	flalu se gugde	law + 2⇄1 + country	citizen	$g_2$ is a/are citizen(s) of country $g_1$ according to law $f_1$ specifying $f_2$ (state/event) for community $f_3$.
tolsisti	tol·sisti	to'e sisti	polar opposite + cease	begin	$x_{1}$ [agent] begins activity/process/state $x_{2}$.
bajykla	bajy·kla	bajra klama	run + come	run	$k_1=b_1$ runs to destination $k_2$ from origin $k_3$ via route $k_4$ using limbs $b_3$ with gait $b_4$.
lervla	ler·vla	lerfu valsi	character + word		$v_1$ is a word which stands for the letter/digit/symbol $v_2=l_1$ in language $v_3$.
bavypunji	bavy·punji	balvi punji	future + place	delay	$p_1$ delays $p_2$ until after $b_2$.
peifli	pei·fli	pensi fliba	think + fail	baffled	$x_1=f_1=p_1$ is baffled/befuddled/perplexed/flummoxed by subject $x_2=p_2$; $x_1=f_1=p_1$ is stuck on problem $x_2=p_2$.
badgai	bad·gai	bandu gacri	defend + cover	protective cover	$g_1$ is a protective cover for $b_2=g_2$ against $b_3$.
jdijmaji	jdi·jmaji	jdice jmaji	decide + gather	assembly	$jd_1=jm_1$ assemble/meet/gather/[form a caucus]�� to make decision(s) $jd_2$ (du'u) about matter $jd_3$ (event/state)�� at location $jm_2$.
carnensroxi'u	car·nen·sro·xi'u	carna nejni sorcu xislu	turn + energy + hold + wheel	flywheel	$x_1$ is a flywheel storing energy $x_2$.
plicu'a	pli·cu'a	pilno cuxna	use + choose	adopt	$c_1=p_1$ adopts/selects/chooses/accepts  $c_2=p_2$ out of alternatives $c_3$ for purpose $p_3$.
nundansu	nun·dansu	nu dansu	event abstract + dance	dance	$n_1$ is a dance with dancer(s) $d_1$ (individual, mass) to music/rhythm $d_2$.
lafmi'i	laf·mi'i	lafti minji	lift + machine	elevator	$x_1=l_1=m_1$ is an elevator/lift.
cucycau	cucy·cau	cutci claxu	shoe + lack	barefoot	$cl_1$ is barefoot/not wearing shoes.
dricai	dri·cai	badri carmi	dejected + intense	depressed	$x_1=d_1=c_1$ is extremely/intensely sad/depressed about $x_2=d_2$ as measured/seen/observed by $x_2=c_3$.
dormijbalvi	dor·mij·balvi	donri midju balvi	daytime + center + future	pm	$b_1$ is later than noon of day $d_2$ at location $d_3$.
krevi'u	kre·vi'u	kerfa vimcu	hair + delete	shave	$x_1=v_1$ shaves/[removes hair] $x_2=k_1=v_2$ from $x_3=k_2=v_3$
cakyzme	caky·zme	calku guzme	shell + melon	calabash	$x_1$ is a calabash (hard-shelled gourd) of species or variety $x_2$
naknakcinse	nak·nak·cinse	nakni nakni cinse	male + male + sexual	bisexual male	$c_1=f_1$ is male and androphilous/gay/bisexual in situation $c_2$ by standard $c_4$
terctu	ter·ctu	te ctuca	3⇄1 + teach	teaching	$x_{1}$ is a teaching/ something taught to audience $x_{2}$ by teacher $x_{3}$ about subject $x_{4}$ by method $x_{5}$.
plisytricu	plisy·tricu	plisysmigrute tricu	pome + tree	apple tree	$x_{1}$ is an apple tree of tree species $x_{2}$.
tabjme	tab·jme	tabno jemna	carbon + gem	diamond	$x_1$ is a diamond (gem) from source $x_2$.
lanku'i	lan·ku'i	lanme kurji	sheep + take care of	sheepherder	$k_1$ is a shepher/sheepherder/takes-care-of/attends to//is caretaker for sheep $k_2=d_1$.
ctesai	cte·sai	nicte sanmi	night + meal	supper	$s_1$ is a supper composed of dishes including $s_2$.
brulu'i	bru·lu'i	burcu lumci	brush + wash	brush	$l_1$ (agent) sweeps/brushes $l_2$, removing soil/contaminant $l_3$ with brush $l_4=b_1$.
paltylu'i	palty·lu'i	paltylu'i lumci	dishwasher + wash	dishwasher	$l_1$ (agent) washes dishes $l_2$ of soil/contaminant $l_3$ with cleaning material(s) $l_4$
ratske	rat·ske	ratni saske	atom + lore	nuclear physics	$s_1$ is nuclear physics with methodology $s_2$.
bajyjvi	bajy·jvi	bajra jivna	run + compete	race	$b_1$=$j_1$ races against $j_2$ in race $j_3$ for prize $j_4$ on track $b_2$ with legs $b_3$ and gait $b_4$.
prula'ima'i	pru·la'i·ma'i	purci lamji masti	past + adjacent + month	month before	$m_1=p_1=l_1$ is the previous month; $m_1=p_1=l_1$ is the month before $p_2=l_2$, month standard $m_3$.
labzilska	lab·zil·ska	blabi zi'o skari	white + nonexistent it + color	white	$x_1$ is the abstract color white
torsipna	tor·sipna	tordu sipna	short + sleep	nap	$x1=s1$ naps/[sleeps for a short time]
lutnilcla	lut·nil·cla	pluta ni clani	path + amount abstract + long	distance	$x_1=n_1$ is the length of path $x_2=p_1=c_1$ between $x_3=p_2$ and $x_4=p_3$ defined by points $x_5=p_4$ (set) where the distance is on scale $x_6=n_2=c_3$
pavypavmasti	pavy·pav·masti	pa pa masti	1 + 1 + month	November	$x_1$ is November/the eleventh month of year $x_2$ in calendar $x_3$.
jbobausmi	jbo·bau·smi	lojbo bangu simsa	Lojbanic + language + similar	Lojban-like	$s_1$ is similar/parallel to Lojban in property $s_3$ (ka).
selbai	sel·bai	se bapli	2⇄1 + effective	forced	$x_2=b_1$ (ka) forces/compels event $x_1=b_2$ to occur.
visfa'i	vis·fa'i	viska facki	see + discover	find	$f_1=v_1$ spots $f_3=v_2$ under condition $v_3$.
mleme'a	mle·me'a	melbi mleca	beautiful + less	less beautiful	$ml_1=me_1$ is less beautiful than $ml_2$ to $me_2$ in aspect $me_3$ (ka) by amount $ml_4$.
citrai	cit·rai	citno traji	young + best	youngest	$t_1=c_1$ is youngest among $t_4$.
pavrelmasti	pav·rel·masti	pa re masti	1 + 2 + month	Adar	$x_1$ is December/the twelfth month of year $x_2$ in calendar $x_3$.
malku'i	mal·ku'i	mabla kurji	bloody + take care of	abuse	$x_1$ abuses/mistreats $x_2$
kompli	kom·pli	komcu pilno	comb + use	comb	$x_1$ combs $x_2$
krafamtei	kra·fam·tei	krasi fanmo temci	origin + end + time	duration	$x_1$ is the duration of $x_2$.
catrymi'e	catry·mi'e	catra minde	kill + command	condemn to death	$m_1$ orders $m_2$ to have $c_2$ excecuted by action/method $c_3$.
tegzga	teg·zga	tengu zgana	texture + observe	palpate	$z_1$ palpates/touch-feels texture $z_2=t_1$ using senses/means $z_3$ under conditions $z_4$.
truralju	tru·ralju	turni ralju	govern + principal	chief minister	$r_1$ is the head-of-government of polity $t_2$.
runpinji	run·pinji	rutni pinji	artifact + clitoris	dildo	$p_1$ is a dildo/phallic object.
nalpro	nal·pro	na'e fapro	scalar contrary + oppose	agree	$p_1$ gives consent/agreement/sanction to $p_2$ (person/force ind./mass) about $p_3$ (abstract).
ga'arpatlu	ga'a·rpa·tlu	grana ??? ???	cane + ??? + ???	chip	$x_1$ is a french-fried potato of variety/cultivar $x_2$ cooked in fat/oil $x_3$
burzilska	bur·zil·ska	bunre zi'o skari	brown + nonexistent it + color	brown	$x_1$ is the abstract color brown
xagryspa	xagry·spa	xagrnklarineto spati	clarinet + plant	reed	$x_1$ is a reed of species/variety $x_2$.
selbei	sel·bei	se bevri	2⇄1 + carry	cargo	$x_1=b_2$ is cargo, carried/hauled/borne/transported by carrier $x_2=b_1$  to $x_3=b_3$ from $x_4=b_4$ over path $x_5=b_5$.
bavlamna'a	bav·lam·na'a	balvi lamji nanca	future + adjacent + year	next year	$n_1=b_1=l_1$ is next year; $n_1=b_1=l_1$ is the year following $b_2=l_2$ by year standard $n_3$.
jmavra	jma·vra	jamfu vraga	foot + lever	pedal	$v_1$ is a pedal with function $v_2$, fulcrum $x_3$, and lever arm $x_4$.
flizu'e	fli·zu'e	fliba zukte	fail + act	try	$x_1=z_1=f_1$ does $x_2=z_2$ to achieve goal $x_3=z_3=f_2$ which $x_1$ fails to achieve.
kustru	kus·tru	kusru turni	cruel + govern	oppress	$k_1=t_1$ governs and oppresses $k_2=t_2$.
fazyta'a	fazy·ta'a	fanza tavla	annoy + talk	chatter	$t_1$ chatters/gossips to $t_2=f_2$ about subject $t_3$ in language $t_4$.
nunsoryreisku	nun·sory·rei·sku	nu so'i preti cusku	event abstract + many + question + express	interview	$n_1=x_1$ is an event of $x_2=rs_1$ asking questions $x_3=rs_2$ to $x_4=rs_3$
gubnoi	gub·noi	gubni notci	public + message	ad	$g_1=n_1$ is an advertisement about subject $n_2$ from author $n_3$ to audience $g_2=n_4$.
befru'e	bef·ru'e	betfu pruce	abdomen + course	digestion	$p_1$ is the digestion of $p_2$ with output $p_3$ passing through stage $p_4$ of person/animal/plant $b_2$.
tolta'i	tol·ta'i	to'e tatpi	polar opposite + tired	unfatigued	$x_1$ is unfatigued/unwearied/refreshed/feels energetic due to $x_2$ (event)
felma'i	fel·ma'i	??? masti	??? + month	November	$x_1$ is November/eleventh month of year $x_2$ in calendar $x_3$.
jipcyfe'i	jipcy·fe'i	jipcyfe'i fetsi	hen + female	hen	$x1=f1$ is a hen of species $x2=j2$
jboba'usnu	jbo·ba'u·snu	lojbo bacru casnu	Lojbanic + utter + converse		$c_1=b_1$ converses orally in Lojban about subject $c_2$ using sound/expression $l_1=b_2$.
pamli'u	pam·li'u	prami litru	love + travel	date	$p_1&p_2=l_1$ (mass) date via route $l_2$ using means $l_3$.
jmiselfrili	jmi·sel·frili	jimpe se frili	understand + 2⇄1 + easy	easily understand	$x_1=f_2=j_1$ easily understands fact(s) $x_2=j_2$ about $x_3=j_3$ under conditions of ease $x_4=f_3$.
frikytu'a	friky·tu'a	frikyxasli tumla	African wild ass + land	Africa	$f_1=t_1$ is Africa
toldarsygau	tol·darsy·gau	to'e darsygau gasnu	polar opposite + encourage + bring about	discourage	$x_1$ discourages $x_2$ from doing/being $x_3$.
tilminski	til·min·ski	tcila jmina skicu	detail + add + describe	elaborate	$x_1$ (agent) elaborates on $x_2$ [explains $x_2$ in more detail] to audience $x_3$ with description $x_4$
rorlei	ror·lei	rorci klesi	procreate + category	generation	$x_1$ is a generation [contemporary offspring] of $x_2$.
lojysarxe	lojy·sarxe	logji sarxe	logic + harmonious	logical	$x_1$ is harmonious with logical philosophy/thought in aspect $x_2$ (ka); $x_1$ is logical (one sense)
pirlarfi'i	pir·lar·fi'i	pixra larcu finti	picture + art + compose	paint	$f_1=p_3$ paints picture $f_2=p_1$ in style/art form $l_1$ representing/showing $p_2=f_4$ on medium $p_4$
terbrisu'a	ter·bri·su'a	te bridi stura	3⇄1 + predicate + structure	place structure	$x_1$ is the place structure of predicate relation $x_2$ (n-ary ka, me'ei, or la'e zo)
jibmu'o	jib·mu'o	jibri mulno	job + complete	quit	$j_2=m_1$ quits/retires from job $j_1$
djunoi	dju·noi	sidju notci	help + message	advice	$n_1$ is an instruction/advice from $x_2=n_3$ to help/assist/aid $x_3=s_2=n_4$ do/achieve/maintain event/activity $x_4=s_3$.
xelbe'i	xel·be'i	xe benji	5⇄1 + send	medium	$x_1$ is the medium on which $x_2$ is sent/transmitted, to receiver $x_3$ from transmitter/origin $x_4$, by $x_5$.
fingubni	fin·gubni	finti gubni	compose + public	free cultural work	$x_1$ is free and open source (not limited to software)
ckuzai	cku·zai	cukta zarci	book + market	bookshop	$z_1$ is a bookshop selling books $z_2=c_1$, operated by $z_3$.
plizilpla	pli·zil·pla	pilno zi'o platu	use + nonexistent it + measure	intended for use	$x_1$ is intended for use as $x_2$ (ka)
maldja	mal·dja	mabla cidja	bloody + food	junk food	$c_1$ is junk food for $c_2$.
seicni	sei·cni	sepli cinmo	apart + emotion	lonely	$c_1=s_1$ feels lonely/separated from $s_2$.
tervencpe	ter·ven·cpe	te vecnu cpedu	3⇄1 + sell + ask	order	$v_3=c_1$ orders/requests  $v_2=c_2$ from $v_1=c_3$ by means $c_4$.
jbokravla	jbo·kra·vla	lojbo krasi valsi	Lojbanic + origin + word	native Lojban word	$x_1$ is a native Lojban word (not a borrowing) with meaning/role $x_2$
damtu'u	dam·tu'u	danmo tubnu	smoke + tube	chimney	$t_1$ is a chimney made of of material $t_2$ for emitting/expelling smoke/gas/steam/magma $t_3=d_1$ from source $d_2$.
temjudri	tem·judri	temci judri	time + address	point	$x_1$ is a point on time axis, of event/state $x_2$, in system $x_3$.
cukmakyvelvei	cuk·maky·vel·vei	cukla maksi ve vreji	round + magnet + 4⇄1 + record	computer disk	$v_4=m_1=c_1$ is a computer disk/hard disk/floppy disk storing $v_2$ (data/facts/du'u) about $v_3$ (object/event) in file(s) $v_1$.
ckali'a	cka·li'a	ckana cliva	bed + leave	get up	$cl_1$ rises/gets up/leaves bed.
cabma'i	cab·ma'i	cabna masti	concurrent + month	current month	$m_1=c_1$ is the current month by month standard $m_3$, simultaneous with $c_2$ in time.
terbau	ter·bau	te bangu	3⇄1 + language	idea conveyed via language	$x_3=b_1$ is a language/dialect used by $x_2=b_2$ to express/communicate $x_1=b_3$ (si'o/du'u, not quote).
